1bgy_M	1bgy_U	1
1bgy_V	1bgy_W	1
1bh8_B	1bh8_A	1
1bhx_B	1bhx_A	1
1bii_A	1bii_P	1
1bk6_A	1bk6_C	1
1bog_A	1bog_C	1
1bqh_A	1bqh_C	1
1bqh_D	1bqh_F	1
1br8_I	1br8_P	1
1bt6_A	1bt6_C	1
1bth_K	1bth_J	1
1bth_H	1bth_L	1
1bw8_A	1bw8_P	1
1bx2_A	1bx2_C	1
1bx2_D	1bx2_F	1
1bxl_A	1bxl_B	1
1bxp_A	1bxp_B	1
1bxx_A	1bxx_P	1
1bz9_A	1bz9_C	1
1c8m_3	1c8m_4	1
1c8o_A	1c8o_B	1
1c9i_A	1c9i_C	1
1c9i_B	1c9i_D	1
1c9l_A	1c9l_C	1
1c9l_B	1c9l_D	1
1ca0_B	1ca0_A	1
1ca0_G	1ca0_F	1
1ca9_A	1ca9_G	1
1ca9_B	1ca9_H	1
1cbw_B	1cbw_A	1
1cbw_G	1cbw_F	1
1ce1_H	1ce1_P	1
1ce6_A	1ce6_C	1
1cfs_A	1cfs_C	1
1cft_A	1cft_C	1
1cg9_A	1cg9_C	1
1cho_F	1cho_E	1
1cjq_B	1cjq_A	1
1cjr_B	1cjr_A	1
1cmi_A	1cmi_C	1
1cmi_B	1cmi_D	1
1cn3_A	1cn3_F	1
1cqg_A	1cqg_B	1
1cqh_A	1cqh_B	1
1cqt_A	1cqt_I	1
1cqt_B	1cqt_J	1
1cu4_H	1cu4_P	1
1czy_A	1czy_D	1
1czy_C	1czy_E	1
1czz_A	1czz_D	1
1czz_B	1czz_E	1
1d01_C	1d01_G	1
1d01_E	1d01_H	1
1d01_F	1d01_I	1
1d0a_A	1d0a_G	1
1d0a_B	1d0a_H	1
1d0a_C	1d0a_I	1
1d0a_D	1d0a_J	1
1d0a_E	1d0a_K	1
1d0a_F	1d0a_L	1
1d0j_A	1d0j_G	1
1d0j_C	1d0j_H	1
1d0j_D	1d0j_I	1
1d0j_E	1d0j_J	1
1d0j_F	1d0j_K	1
1d4t_A	1d4t_B	1
1d5g_A	1d5g_B	1
1d5s_A	1d5s_B	1
1d7q_A	1d7q_B	1
1d8e_A	1d8e_P	1
1d9k_A	1d9k_P	1
1d9k_E	1d9k_Q	1
1dd3_A	1dd3_C	1
1dd4_B	1dd4_C	1
1ddh_A	1ddh_P	1
1ddm_A	1ddm_B	1
1ddv_A	1ddv_B	1
1dev_A	1dev_B	1
1dev_C	1dev_D	1
1dit_H	1dit_L	1
1dkd_A	1dkd_E	1
1dkd_B	1dkd_F	1
1dkd_D	1dkd_H	1
1dkx_A	1dkx_B	1
1dky_A	1dky_C	1
1dkz_A	1dkz_B	1
1dlh_A	1dlh_C	1
1dlh_D	1dlh_F	1
1dlk_D	1dlk_C	1
1dm4_B	1dm4_A	1
1dml_A	1dml_B	1
1dml_C	1dml_D	1
1dow_A	1dow_B	1
1dp5_A	1dp5_B	1
1dpj_A	1dpj_B	1
1dpu_A	1dpu_B	1
1duy_A	1duy_C	1
1duy_D	1duy_F	1
1duz_A	1duz_C	1
1duz_D	1duz_F	1
1e0f_D	1e0f_A	1
1e0f_E	1e0f_B	1
1e27_A	1e27_C	1
1e28_A	1e28_C	1
1e4x_H	1e4x_P	1
1e4x_I	1e4x_Q	1
1e79_G	1e79_I	1
1e91_A	1e91_B	1
1eb1_H	1eb1_A	1
1ebp_A	1ebp_C	1
1ed3_A	1ed3_C	1
1ed3_D	1ed3_F	1
1ee4_A	1ee4_C	1
1ee4_B	1ee4_E	1
1ee5_A	1ee5_B	1
1ees_A	1ees_B	1
1eey_A	1eey_C	1
1eey_D	1eey_F	1
1eez_A	1eez_C	1
1eez_D	1eez_F	1
1efx_A	1efx_C	1
1eg4_A	1eg4_P	1
1ejl_I	1ejl_A	1
1ejo_H	1ejo_P	1
1ejy_I	1ejy_N	1
1emu_A	1emu_B	1
1ept_C	1ept_A	1
1evh_A	1evh_B	1
1ezx_A	1ezx_B	1
1f3j_A	1f3j_P	1
1f3j_D	1f3j_Q	1
1f47_B	1f47_A	1
1f7a_A	1f7a_P	1
1f8v_B	1f8v_D	1
1f90_H	1f90_E	1
1f93_A	1f93_E	1
1f93_C	1f93_G	1
1f95_A	1f95_C	1
1f96_A	1f96_C	1
1fc2_D	1fc2_C	1
1fch_A	1fch_C	1
1fch_B	1fch_D	1
1ffn_A	1ffn_C	1
1ffn_D	1ffn_F	1
1ffo_A	1ffo_C	1
1ffo_D	1ffo_F	1
1ffp_A	1ffp_C	1
1ffp_D	1ffp_F	1
1fg2_A	1fg2_C	1
1fg2_D	1fg2_F	1
1fg2_G	1fg2_I	1
1fg2_J	1fg2_L	1
1fi8_A	1fi8_D	1
1fjg_M	1fjg_V	1
1fle_E	1fle_I	1
1fll_A	1fll_X	1
1fll_B	1fll_Y	1
1fmd_1	1fmd_4	1
1fn8_A	1fn8_B	1
1fo0_A	1fo0_P	1
1fod_1	1fod_4	1
1fpn_3	1fpn_4	1
1fpt_H	1fpt_P	1
1fqj_B	1fqj_C	1
1fs1_B	1fs1_A	1
1fs1_D	1fs1_C	1
1fse_A	1fse_F	1
1ft8_A	1ft8_E	1
1fv1_A	1fv1_C	1
1fv1_D	1fv1_F	1
1fy4_A	1fy4_B	1
1fy5_A	1fy5_B	1
1fyn_A	1fyn_B	1
1fyt_A	1fyt_C	1
1g0y_R	1g0y_I	1
1g1e_B	1g1e_A	1
1g1x_A	1g1x_C	1
1g1x_F	1g1x_H	1
1g3j_A	1g3j_B	1
1g3j_C	1g3j_D	1
1g5j_A	1g5j_B	1
1g6g_A	1g6g_E	1
1g6g_B	1g6g_F	1
1g6r_A	1g6r_P	1
1g6r_C	1g6r_Q	1
1g7p_A	1g7p_P	1
1g7q_A	1g7q_P	1
1gbr_A	1gbr_B	1
1gct_B	1gct_A	1
1gd2_H	1gd2_I	1
1gdn_A	1gdn_B	1
1gdu_A	1gdu_B	1
1gff_1	1gff_3	1
1ggd_B	1ggd_A	1
1ggi_H	1ggi_P	1
1ggi_J	1ggi_Q	1
1gha_F	1gha_E	1
1gmc_F	1gmc_B	1
1gmd_G	1gmd_B	1
1gmh_F	1gmh_E	1
1gux_B	1gux_E	1
1gxc_A	1gxc_B	1
1gxc_J	1gxc_K	1
1gy3_B	1gy3_E	1
1gy3_D	1gy3_F	1
1gyb_A	1gyb_E	1
1gyb_C	1gyb_G	1
1h15_A	1h15_C	1
1h15_D	1h15_F	1
1h24_B	1h24_E	1
1h25_B	1h25_E	1
1h26_B	1h26_E	1
1h27_B	1h27_E	1
1h28_B	1h28_E	1
1h28_D	1h28_F	1
1h3h_A	1h3h_B	1
1h3o_B	1h3o_A	1
1h6e_A	1h6e_P	1
1h6w_A	1h6w_B	1
1h8b_A	1h8b_B	1
1h8e_H	1h8e_I	1
1haa_A	1haa_B	1
1haj_A	1haj_B	1
1hes_A	1hes_P	1
1hh6_A	1hh6_C	1
1hhg_A	1hhg_C	1
1hhg_D	1hhg_F	1
1hhh_A	1hhh_C	1
1hhi_A	1hhi_C	1
1hhi_D	1hhi_F	1
1hhj_A	1hhj_C	1
1hhj_D	1hhj_F	1
1hhk_A	1hhk_C	1
1hhk_D	1hhk_F	1
1hia_A	1hia_I	1
1hia_X	1hia_J	1
1hin_H	1hin_P	1
1hja_B	1hja_A	1
1hnw_M	1hnw_V	1
1hnx_M	1hnx_V	1
1hnz_M	1hnz_V	1
1hoc_A	1hoc_C	1
1hoy_A	1hoy_B	1
1hqq_A	1hqq_E	1
1hqq_B	1hqq_F	1
1hqr_A	1hqr_C	1
1hr0_M	1hr0_V	1
1hr8_C	1hr8_P	1
1hri_2	1hri_4	1
1hrt_H	1hrt_L	1
1hrv_2	1hrv_4	1
1hsa_A	1hsa_C	1
1hsa_D	1hsa_F	1
1hte_B	1hte_C	1
1htl_A	1htl_C	1
1htm_B	1htm_A	1
1htm_D	1htm_C	1
1htr_B	1htr_P	1
1huc_B	1huc_A	1
1huc_D	1huc_C	1
1hv2_A	1hv2_B	1
1hxf_H	1hxf_I	1
1hxl_A	1hxl_C	1
1hxl_B	1hxl_D	1
1hxy_A	1hxy_C	1
1hxz_A	1hxz_C	1
1hxz_B	1hxz_D	1
1hy2_A	1hy2_E	1
1hy2_B	1hy2_F	1
1i1f_A	1i1f_C	1
1i1f_D	1i1f_F	1
1i1y_A	1i1y_C	1
1i1y_D	1i1y_F	1
1i31_A	1i31_P	1
1i4o_A	1i4o_C	1
1i4o_B	1i4o_D	1
1i51_A	1i51_E	1
1i51_C	1i51_F	1
1i5k_A	1i5k_C	1
1i7r_A	1i7r_C	1
1i7r_D	1i7r_F	1
1i7t_A	1i7t_C	1
1i7t_D	1i7t_F	1
1i7u_A	1i7u_C	1
1i7u_D	1i7u_F	1
1i8i_A	1i8i_C	1
1i8k_A	1i8k_C	1
1iak_A	1iak_P	1
1ibk_M	1ibk_V	1
1ibl_M	1ibl_V	1
1ibm_M	1ibm_V	1
1icf_A	1icf_B	1
1icf_C	1icf_D	1
1idg_A	1idg_B	1
1idh_A	1idh_B	1
1ifh_H	1ifh_P	1
1ihj_B	1ihj_C	1
1ihj_A	1ihj_D	1
1ik9_A	1ik9_C	1
1im3_A	1im3_C	1
1im3_E	1im3_G	1
1im3_I	1im3_K	1
1im3_M	1im3_O	1
1im9_A	1im9_C	1
1im9_E	1im9_G	1
1iq1_C	1iq1_A	1
1isq_A	1isq_B	1
1ivo_A	1ivo_C	1
1ivo_B	1ivo_D	1
1iyj_B	1iyj_A	1
1iyj_D	1iyj_C	1
1j19_A	1j19_B	1
1j4l_A	1j4l_P	1
1j4p_A	1j4p_B	1
1j4q_A	1j4q_B	1
1j8h_A	1j8h_C	1
1jbd_A	1jbd_B	1
1jcs_A	1jcs_C	1
1jdh_A	1jdh_B	1
1jeg_A	1jeg_B	1
1jgd_A	1jgd_C	1
1jge_A	1jge_C	1
1jgn_A	1jgn_B	1
1jh4_A	1jh4_B	1
1jht_A	1jht_C	1
1jjo_C	1jjo_A	1
1jk8_A	1jk8_C	1
1jky_A	1jky_B	1
1jl4_A	1jl4_C	1
1jn5_B	1jn5_C	1
1jot_A	1jot_B	1
1jp5_A	1jp5_C	1
1jp5_B	1jp5_D	1
1jpf_A	1jpf_C	1
1jpg_A	1jpg_C	1
1jpl_A	1jpl_E	1
1jpl_B	1jpl_F	1
1jpl_C	1jpl_G	1
1jpl_D	1jpl_H	1
1jpp_A	1jpp_C	1
1jpp_B	1jpp_D	1
1jpw_A	1jpw_D	1
1jpw_C	1jpw_F	1
1jrr_A	1jrr_P	1
1juf_A	1juf_C	1
1juq_A	1juq_E	1
1juq_B	1juq_F	1
1juq_C	1juq_G	1
1juq_D	1juq_H	1
1jwm_A	1jwm_C	1
1jws_A	1jws_C	1
1jwu_A	1jwu_C	1
1k2d_A	1k2d_P	1
1k2n_A	1k2n_P	1
1k3n_A	1k3n_B	1
1k3q_A	1k3q_B	1
1k4u_S	1k4u_P	1
1k5m_B	1k5m_D	1
1k5n_A	1k5n_C	1
1k8d_A	1k8d_P	1
1ka7_A	1ka7_B	1
1kat_V	1kat_X	1
1kc4_A	1kc4_B	1
1kc5_H	1kc5_P	1
1kcr_H	1kcr_P	1
1kcs_H	1kcs_P	1
1kg0_A	1kg0_D	1
1kil_D	1kil_E	1
1kj2_A	1kj2_P	1
1kj2_D	1kj2_Q	1
1kj3_H	1kj3_P	1
1kj3_I	1kj3_Q	1
1kj4_A	1kj4_P	1
1kj7_A	1kj7_P	1
1kjf_A	1kjf_P	1
1kjg_A	1kjg_P	1
1kjh_A	1kjh_P	1
1kjm_A	1kjm_P	1
1kjv_A	1kjv_P	1
1kl3_A	1kl3_E	1
1kl3_B	1kl3_F	1
1kl5_A	1kl5_E	1
1kl5_B	1kl5_F	1
1kl8_A	1kl8_B	1
1klg_A	1klg_C	1
1klq_A	1klq_B	1
1klu_A	1klu_C	1
1kmc_A	1kmc_C	1
1kmc_B	1kmc_D	1
1ko6_A	1ko6_B	1
1kpr_A	1kpr_P	1
1ktl_A	1ktl_P	1
1ktr_L	1ktr_P	1
1ku8_A	1ku8_B	1
1ku8_G	1ku8_D	1
1kv6_A	1kv6_C	1
1kv6_B	1kv6_D	1
1ky6_A	1ky6_P	1
1ky7_A	1ky7_P	1
1kyd_A	1kyd_P	1
1kyf_A	1kyf_P	1
1kyu_A	1kyu_P	1
1kzz_A	1kzz_B	1
1l0a_A	1l0a_B	1
1l0n_A	1l0n_K	1
1l2z_A	1l2z_B	1
1l4a_A	1l4a_E	1
1l4w_A	1l4w_B	1
1l6o_A	1l6o_D	1
1l6o_C	1l6o_E	1
1l6x_A	1l6x_B	1
1lb5_A	1lb5_B	1
1lb6_A	1lb6_B	1
1ld9_A	1ld9_C	1
1ld9_D	1ld9_F	1
1ldk_A	1ldk_E	1
1ldp_H	1ldp_P	1
1lew_A	1lew_B	1
1lez_A	1lez_B	1
1lj2_A	1lj2_C	1
1ljz_A	1ljz_B	1
1lo5_A	1lo5_C	1
1lp9_A	1lp9_C	1
1lp9_H	1lp9_J	1
1lq8_E	1lq8_F	1
1lta_A	1lta_C	1
1ltb_A	1ltb_C	1
1ltg_A	1ltg_C	1
1lti_A	1lti_C	1
1lts_A	1lts_C	1
1ltt_A	1ltt_C	1
1lvb_A	1lvb_C	1
1lvb_B	1lvb_D	1
1lvm_A	1lvm_C	1
1lvm_B	1lvm_D	1
1lxg_A	1lxg_B	1
1lxh_A	1lxh_B	1
1m05_A	1m05_E	1
1m05_C	1m05_F	1
1m06_F	1m06_J	1
1m26_A	1m26_B	1
1m26_G	1m26_D	1
1m45_A	1m45_B	1
1m46_A	1m46_B	1
1m4p_A	1m4p_B	1
1m4q_A	1m4q_B	1
1m5n_S	1m5n_Q	1
1m6o_A	1m6o_C	1
1m7e_A	1m7e_D	1
1m7e_C	1m7e_F	1
1m93_B	1m93_A	1
1mdi_A	1mdi_B	1
1mdj_A	1mdj_B	1
1mdk_A	1mdk_B	1
1mfg_A	1mfg_B	1
1mfl_A	1mfl_B	1
1mhe_A	1mhe_P	1
1mhw_A	1mhw_C	1
1mi5_A	1mi5_C	1
1miz_B	1miz_A	1
1mje_A	1mje_B	1
1mk7_B	1mk7_A	1
1mk9_B	1mk9_A	1
1mk9_F	1mk9_E	1
1mkw_H	1mkw_L	1
1mkx_H	1mkx_L	1
1mnf_L	1mnf_1	1
1mnf_H	1mnf_2	1
1mnf_A	1mnf_O	1
1mnf_C	1mnf_P	1
1mnf_D	1mnf_Q	1
1mnf_E	1mnf_R	1
1mnf_F	1mnf_S	1
1mnf_I	1mnf_V	1
1mnf_J	1mnf_W	1
1mnf_K	1mnf_X	1
1mq1_A	1mq1_C	1
1mqs_A	1mqs_B	1
1mt7_A	1mt7_P	1
1mt8_A	1mt8_P	1
1mt9_A	1mt9_P	1
1mtn_B	1mtn_A	1
1mtn_F	1mtn_E	1
1mtp_A	1mtp_B	1
1muj_A	1muj_C	1
1mv0_B	1mv0_A	1
1mvf_A	1mvf_D	1
1mvu_A	1mvu_P	1
1mwa_C	1mwa_Q	1
1mzw_A	1mzw_B	1
1n12_A	1n12_B	1
1n2d_A	1n2d_C	1
1n33_M	1n33_V	1
1n34_M	1n34_V	1
1n36_M	1n36_V	1
1n3n_A	1n3n_I	1
1n3n_C	1n3n_J	1
1n3n_E	1n3n_K	1
1n3n_G	1n3n_L	1
1n4m_A	1n4m_C	1
1n4m_B	1n4m_D	1
1n4q_A	1n4q_M	1
1n4q_E	1n4q_O	1
1n4q_I	1n4q_Q	1
1n59_A	1n59_P	1
1n59_C	1n59_Q	1
1n5a_A	1n5a_C	1
1n5a_D	1n5a_F	1
1n5a_G	1n5a_I	1
1n5a_J	1n5a_L	1
1n5z_A	1n5z_P	1
1n5z_B	1n5z_Q	1
1n64_H	1n64_P	1
1n6j_A	1n6j_G	1
1n7f_A	1n7f_C	1
1n7f_B	1n7f_D	1
1n7t_A	1n7t_B	1
1n8o_B	1n8o_A	1
1na1_B	1na1_D	1
1nak_H	1nak_P	1
1nak_I	1nak_Q	1
1nam_A	1nam_P	1
1nan_H	1nan_M	1
1nan_L	1nan_Q	1
1nb3_A	1nb3_P	1
1nb3_B	1nb3_R	1
1nb3_C	1nb3_S	1
1nb3_D	1nb3_T	1
1nb5_A	1nb5_P	1
1nb5_B	1nb5_R	1
1nb5_C	1nb5_S	1
1nb5_D	1nb5_T	1
1ncq_B	1ncq_D	1
1nd3_C	1nd3_D	1
1nex_B	1nex_E	1
1nex_D	1nex_F	1
1nh2_D	1nh2_B	1
1nh2_A	1nh2_C	1
1nik_K	1nik_L	1
1nov_A	1nov_D	1
1npo_A	1npo_B	1
1npo_C	1npo_D	1
1nql_A	1nql_B	1
1nrn_H	1nrn_L	1
1nro_H	1nro_L	1
1nrp_H	1nrp_L	1
1nrq_H	1nrq_L	1
1ntv_A	1ntv_B	1
1nu8_B	1nu8_D	1
1nvp_D	1nvp_B	1
1nvp_A	1nvp_C	1
1ny2_2	1ny2_1	1
1o0p_A	1o0p_B	1
1o6o_A	1o6o_D	1
1o6o_C	1o6o_E	1
1o6o_B	1o6o_F	1
1o6p_B	1o6p_C	1
1o6p_A	1o6p_D	1
1o9a_A	1o9a_B	1
1o9d_A	1o9d_P	1
1o9k_A	1o9k_P	1
1o9k_E	1o9k_R	1
1o9k_G	1o9k_S	1
1oau_M	1oau_I	1
1oau_O	1oau_K	1
1oby_A	1oby_P	1
1obz_A	1obz_P	1
1oc0_A	1oc0_B	1
1occ_D	1occ_K	1
1occ_C	1occ_L	1
1occ_Q	1occ_X	1
1occ_P	1occ_Y	1
1oco_D	1oco_K	1
1oco_C	1oco_L	1
1oco_Q	1oco_X	1
1oco_P	1oco_Y	1
1ocr_D	1ocr_K	1
1ocr_C	1ocr_L	1
1ocr_Q	1ocr_X	1
1ocr_P	1ocr_Y	1
1ocz_D	1ocz_K	1
1ocz_C	1ocz_L	1
1ocz_Q	1ocz_X	1
1ocz_P	1ocz_Y	1
1oga_A	1oga_C	1
1ohh_G	1ohh_H	1
1ok7_B	1ok7_C	1
1om2_A	1om2_B	1
1om9_A	1om9_P	1
1om9_B	1om9_Q	1
1onv_A	1onv_B	1
1opi_A	1opi_B	1
1oqd_A	1oqd_K	1
1oqd_C	1oqd_L	1
1oqd_G	1oqd_M	1
1oqd_E	1oqd_N	1
1oqd_D	1oqd_O	1
1oqd_H	1oqd_P	1
1oqd_I	1oqd_Q	1
1oqe_A	1oqe_K	1
1oqe_C	1oqe_L	1
1oqe_G	1oqe_M	1
1oqe_E	1oqe_N	1
1oqe_D	1oqe_O	1
1oqe_H	1oqe_P	1
1oqe_I	1oqe_Q	1
1oqo_A	1oqo_C	1
1oqo_B	1oqo_D	1
1oqp_A	1oqp_B	1
1oqx_A	1oqx_C	1
1oqx_B	1oqx_D	1
1ory_A	1ory_B	1
1osg_B	1osg_G	1
1osg_C	1osg_H	1
1osz_A	1osz_C	1
1otr_B	1otr_A	1
1ov3_A	1ov3_C	1
1ow6_A	1ow6_D	1
1ow6_C	1ow6_F	1
1ow7_A	1ow7_D	1
1ow7_B	1ow7_E	1
1ow8_A	1ow8_D	1
1ow8_C	1ow8_F	1
1ox9_A	1ox9_I	1
1ox9_B	1ox9_J	1
1ox9_D	1ox9_L	1
1ox9_E	1ox9_M	1
1ox9_F	1ox9_N	1
1ox9_G	1ox9_O	1
1ox9_H	1ox9_P	1
1oxg_A	1oxg_B	1
1p1z_A	1p1z_P	1
1p3q_U	1p3q_Q	1
1p4b_H	1p4b_P	1
1p4l_A	1p4l_P	1
1p4u_A	1p4u_B	1
1p7q_A	1p7q_C	1
1p9d_U	1p9d_S	1
1pd7_A	1pd7_B	1
1pek_E	1pek_C	1
1pjm_B	1pjm_A	1
1pjn_B	1pjn_A	1
1pmx_A	1pmx_B	1
1pnb_B	1pnb_A	1
1pp9_B	1pp9_I	1
1pp9_O	1pp9_V	1
1ppe_E	1ppe_I	1
1ppj_B	1ppj_I	1
1ppj_N	1ppj_V	1
1pq1_A	1pq1_B	1
1psb_A	1psb_C	1
1pts_B	1pts_P	1
1pwv_A	1pwv_C	1
1pwv_B	1pwv_D	1
1pyu_B	1pyu_A	1
1pz5_A	1pz5_C	1
1q0w_B	1q0w_A	1
1q1j_H	1q1j_P	1
1q1j_I	1q1j_Q	1
1q1s_C	1q1s_A	1
1q1t_C	1q1t_A	1
1q3p_A	1q3p_C	1
1q3p_B	1q3p_D	1
1q4k_A	1q4k_D	1
1q4k_B	1q4k_E	1
1q5l_A	1q5l_B	1
1q94_A	1q94_C	1
1qbq_A	1qbq_P	1
1qc6_A	1qc6_C	1
1qc6_B	1qc6_D	1
1qew_A	1qew_C	1
1qfn_A	1qfn_B	1
1qgc_1	1qgc_5	1
1qgk_A	1qgk_B	1
1qgr_A	1qgr_B	1
1qkz_H	1qkz_P	1
1qlf_A	1qlf_C	1
1qmb_A	1qmb_B	1
1qmz_B	1qmz_E	1
1qmz_D	1qmz_F	1
1qnz_H	1qnz_P	1
1qo3_A	1qo3_P	1
1qqd_A	1qqd_C	1
1qqp_1	1qqp_4	1
1qr1_A	1qr1_C	1
1qr1_D	1qr1_F	1
1qrn_A	1qrn_C	1
1qsc_A	1qsc_D	1
1qsc_B	1qsc_E	1
1qsc_C	1qsc_F	1
1qse_A	1qse_C	1
1qsf_A	1qsf_C	1
1qvo_A	1qvo_C	1
1qvo_D	1qvo_F	1
1qx7_A	1qx7_D	1
1qz2_A	1qz2_G	1
1qz2_B	1qz2_H	1
1qz7_A	1qz7_B	1
1r08_2	1r08_4	1
1r09_2	1r09_4	1
1r1a_1	1r1a_4	1
1r1l_I	1r1l_C	1
1r1r_A	1r1r_D	1
1r1r_B	1r1r_E	1
1r1r_C	1r1r_F	1
1r2b_A	1r2b_C	1
1r5i_A	1r5i_C	1
1r5i_E	1r5i_G	1
1r5v_A	1r5v_E	1
1r5v_C	1r5v_F	1
1r5w_A	1r5w_E	1
1r5w_D	1r5w_F	1
1r9n_A	1r9n_E	1
1r9n_B	1r9n_F	1
1r9n_C	1r9n_G	1
1r9n_D	1r9n_H	1
1rb8_F	1rb8_J	1
1rd3_B	1rd3_A	1
1rd3_D	1rd3_C	1
1rf3_A	1rf3_B	1
1rgj_A	1rgj_B	1
1rh5_A	1rh5_C	1
1rhi_2	1rhi_4	1
1rhz_A	1rhz_C	1
1riw_B	1riw_A	1
1rjy_A	1rjy_P	1
1rjy_D	1rjy_Q	1
1rjz_A	1rjz_P	1
1rjz_D	1rjz_Q	1
1rk0_A	1rk0_P	1
1rk1_A	1rk1_P	1
1rk8_B	1rk8_C	1
1rkc_A	1rkc_B	1
1rmu_2	1rmu_4	1
1rpq_A	1rpq_W	1
1rpq_B	1rpq_X	1
1rst_B	1rst_P	1
1rsu_B	1rsu_P	1
1ruc_2	1ruc_4	1
1rud_2	1rud_4	1
1rue_2	1rue_4	1
1ruf_1	1ruf_4	1
1rug_2	1rug_4	1
1ruh_2	1ruh_4	1
1rui_2	1rui_4	1
1ruj_1	1ruj_4	1
1rvf_1	1rvf_4	1
1rxm_A	1rxm_B	1
1rxz_A	1rxz_B	1
1ry1_B	1ry1_S	1
1rzx_A	1rzx_B	1
1s4z_A	1s4z_C	1
1s5q_B	1s5q_A	1
1s5r_B	1s5r_A	1
1s7q_A	1s7q_C	1
1s7r_A	1s7r_C	1
1s7r_D	1s7r_F	1
1s7s_A	1s7s_C	1
1s7t_A	1s7t_C	1
1s7t_D	1s7t_F	1
1s7u_A	1s7u_C	1
1s7u_D	1s7u_F	1
1s7u_G	1s7u_I	1
1s7u_J	1s7u_L	1
1s7v_A	1s7v_C	1
1s7v_D	1s7v_F	1
1s7w_A	1s7w_C	1
1s7w_D	1s7w_F	1
1s7w_G	1s7w_I	1
1s7w_J	1s7w_L	1
1s7x_A	1s7x_C	1
1s7x_D	1s7x_F	1
1s7x_G	1s7x_I	1
1s7x_J	1s7x_L	1
1s8d_A	1s8d_C	1
1s9v_A	1s9v_C	1
1s9v_D	1s9v_F	1
1s9w_A	1s9w_C	1
1s9x_A	1s9x_C	1
1s9y_A	1s9y_C	1
1sb0_A	1sb0_B	1
1sgh_A	1sgh_B	1
1sgi_B	1sgi_A	1
1sje_A	1sje_C	1
1sjh_A	1sjh_C	1
1slg_B	1slg_M	1
1slg_D	1slg_P	1
1soz_A	1soz_D	1
1soz_B	1soz_E	1
1srn_A	1srn_B	1
1ssa_A	1ssa_B	1
1ssb_A	1ssb_B	1
1ssc_A	1ssc_B	1
1sse_B	1sse_A	1
1ssh_A	1ssh_B	1
1sua_A	1sua_C	1
1suy_A	1suy_C	1
1sv1_A	1sv1_C	1
1svz_A	1svz_C	1
1svz_B	1svz_D	1
1syq_A	1syq_B	1
1sys_A	1sys_C	1
1syv_A	1syv_C	1
1t01_A	1t01_B	1
1t08_A	1t08_B	1
1t0m_A	1t0m_P	1
1t0m_D	1t0m_Q	1
1t0n_A	1t0n_P	1
1t0n_D	1t0n_Q	1
1t1w_A	1t1w_C	1
1t1x_A	1t1x_C	1
1t1y_A	1t1y_C	1
1t1z_A	1t1z_C	1
1t20_A	1t20_C	1
1t21_A	1t21_C	1
1t22_A	1t22_C	1
1t2w_A	1t2w_D	1
1t37_A	1t37_P	1
1t3e_A	1t3e_P	1
1t3l_A	1t3l_B	1
1t4f_M	1t4f_P	1
1t5w_A	1t5w_C	1
1t5w_D	1t5w_F	1
1t5x_A	1t5x_C	1
1tab_E	1tab_I	1
1tbq_K	1tbq_J	1
1tbq_H	1tbq_L	1
1tbr_K	1tbr_J	1
1tbr_H	1tbr_L	1
1tdv_A	1tdv_B	1
1tet_H	1tet_P	1
